seed,split,R2,rmse,nse,biasabs,rmse25,rmse_0_5,rmse_5_10,rmse_10_15,rmse_15_20,n_targets,expected_samples,actual_prediction_files,checkpoint_sha256,data_manifest_sha256,source,protocol,evaluator_commit,acceptance_status
42,iid_chopped,0.5229385318593014,0.15535576824345032,-0.1338158133602989,0.09965867688938175,0.09102056457223896,0.09102056457223896,0.1319973251983048,0.16189110597555917,0.1735607836114471,2856,2856,2856,71fa03d313259ba29d8106de5248f5118b94a9bac796a0dacd3015b120e4c97b,e8d6df7e51f7ecdf59d6fada17a26b914fdc42b573236f87a3eb677febbc8bdd,raw_official_dataset,q1_full_standard_forecast_official_scorer,repo:nogit+official:a0329636631371a4aaa9a95c75ed0a37d27b8c4f,COMPLETE
42,ood-t_chopped,0.5740428044116646,0.15080978037976955,-0.1032820931205003,0.10140067868558049,0.08276356041912293,0.08276356041912293,0.12882645494104708,0.1594928554334911,0.16877862249213457,1904,1904,1904,71fa03d313259ba29d8106de5248f5118b94a9bac796a0dacd3015b120e4c97b,a2f66cde7efc2929d97b7099274cc8121329aeaaf9ddd86a9ad0c430bb7cb55b,raw_official_dataset,q1_full_standard_forecast_official_scorer,repo:nogit+official:a0329636631371a4aaa9a95c75ed0a37d27b8c4f,COMPLETE
42,ood-s_chopped,0.4961917994753233,0.16203933724764374,-0.1742860032532323,0.10185933817139613,0.09690479688631978,0.09690479688631978,0.13620645608287096,0.16637074998451873,0.18215657195583518,10536,10536,10536,71fa03d313259ba29d8106de5248f5118b94a9bac796a0dacd3015b120e4c97b,265eccb8fa23025762917927ed03d7a785c572d6d81c55fc70af20f003646c0a,accepted_ood_s_repair_overlay_materialized,q1_full_standard_forecast_official_scorer,repo:nogit+official:a0329636631371a4aaa9a95c75ed0a37d27b8c4f,COMPLETE
42,ood-st_chopped,0.542933467546508,0.15407787534260528,-0.15201981614266158,0.10167988656707547,0.08727574756898998,0.08727574756898998,0.13306322213262153,0.159872917926366,0.1724751266396373,7024,7024,7024,71fa03d313259ba29d8106de5248f5118b94a9bac796a0dacd3015b120e4c97b,d8e967c78632130cc5ca4b43b124d9a7986b48012a04eb9712b863587dc43745,raw_official_dataset,q1_full_standard_forecast_official_scorer,repo:nogit+official:a0329636631371a4aaa9a95c75ed0a37d27b8c4f,COMPLETE
