split,scope,condition,n_cubes,n_cube_horizon_pairs,excluded_cubes,n_valid,pooled_rmse,pooled_r2,mean_cube_rmse,pooled_mae,n_geo_groups
iid_corrected_mask,full_suffix_1_to_10,D20,2066,12455,12,144356441,0.1674070454268262,0.48110624723736317,0.15692978416228173,0.11634192706868188,80
iid_corrected_mask,full_suffix_1_to_10,A,2066,12455,12,144356441,0.16834895090600507,0.47525077293083684,0.15763378894232744,0.11742159484383902,80
iid_corrected_mask,full_suffix_1_to_10,B,2066,12455,12,144356441,0.1680608586017832,0.47704522262222293,0.15730118541392454,0.11690856036858115,80
iid_corrected_mask,full_suffix_1_to_10,donor,2066,12455,12,144356441,0.17815879738692483,0.4123137580807401,0.16879573078785617,0.1288085623931746,80
iid_corrected_mask,endpoint_h10,D20,1214,1214,864,14042797,0.17543605894103814,0.44907102821430567,0.16332428804519378,0.12392132745026223,80
iid_corrected_mask,endpoint_h10,A,1214,1214,864,14042797,0.17450905191828872,0.4548778813282557,0.1629712070133239,0.12334345887440257,80
iid_corrected_mask,endpoint_h10,B,1214,1214,864,14042797,0.17448926270022524,0.45500150733743794,0.16307402500268967,0.12339285154087179,80
iid_corrected_mask,endpoint_h10,donor,1214,1214,864,14042797,0.1865181616875675,0.37726949739933635,0.1754420585633995,0.13623576974104343,80
