,value
nse,-0.1957187287225577
rmse,0.160636258486346
R2,0.5424317138409027
biasabs,0.10767937691673819
nse_forest,-0.20236789720052073
rmse_forest,0.15688504992929425
R2_forest,0.5172680860947112
biasabs_forest,0.10175164416803938
nse_shrub,-0.29475607674961113
rmse_shrub,0.15872364168332523
R2_shrub,0.5397448948502436
biasabs_shrub,0.10997038093691065
nse_grass,-0.1285276074396151
rmse_grass,0.15314412386472143
R2_grass,0.5529387998403243
biasabs_grass,0.10120870237124008
nse_crop,-0.16410064068706331
rmse_crop,0.173792218468043
R2_crop,0.5597750745783319
biasabs_crop,0.11778678019076265
rmse_0_5,0.10078982399618566
rmse_5_10,0.13888310394666584
rmse_10_15,0.1646431143011991
rmse_15_20,0.17640681422755033
rmse25,0.10078982399618566
