dataset_index,cube,geo_group,season,donor_index,donor_cube,suffix_horizon,state_A_B_l1,state_A_donor_l1,n_valid,target_sum,target_sum_sq,D20_sse,D20_sum_abs,A_sse,A_sum_abs,B_sse,B_sum_abs,donor_sse,donor_sum_abs,A_B_output_mae,A_D20_output_mae,B_D20_output_mae,donor_A_output_mae
418,minicube_48_30UWB_50.96_-1.62,30UWB,2022-05,286,minicube_146_33TVF_40.88_14.87,5,0.17385590076446533,0.6737543344497681,7321,2894.138916015625,1204.70703125,172.69436645507812,984.4847412109375,162.85345458984375,944.2229614257812,135.31597900390625,840.866943359375,294.60113525390625,1361.033447265625,0.016669344156980515,0.012285780161619186,0.0221241544932127,0.06003369018435478
418,minicube_48_30UWB_50.96_-1.62,30UWB,2022-05,286,minicube_146_33TVF_40.88_14.87,6,0.17385590076446533,0.6737543344497681,4913,2268.804931640625,1093.956787109375,82.6801528930664,520.4166870117188,82.0804443359375,511.8492736816406,67.18636322021484,450.9241943359375,135.71282958984375,721.1566162109375,0.018927786499261856,0.01216935832053423,0.021186571568250656,0.05124232918024063
418,minicube_48_30UWB_50.96_-1.62,30UWB,2022-05,286,minicube_146_33TVF_40.88_14.87,7,0.17385590076446533,0.6737543344497681,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
418,minicube_48_30UWB_50.96_-1.62,30UWB,2022-05,286,minicube_146_33TVF_40.88_14.87,8,0.17385590076446533,0.6737543344497681,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
418,minicube_48_30UWB_50.96_-1.62,30UWB,2022-05,286,minicube_146_33TVF_40.88_14.87,9,0.17385590076446533,0.6737543344497681,2355,981.8836059570312,424.34930419921875,92.43925476074219,427.76873779296875,76.72529602050781,383.79071044921875,66.61383819580078,352.9969482421875,83.44239807128906,409.20037841796875,0.015674255788326263,0.02058814838528633,0.03625628724694252,0.016502197831869125
418,minicube_48_30UWB_50.96_-1.62,30UWB,2022-05,286,minicube_146_33TVF_40.88_14.87,10,0.17385590076446533,0.6737543344497681,13014,5961.61474609375,2825.689697265625,384.80450439453125,1996.638916015625,313.158447265625,1767.1697998046875,252.4122314453125,1546.314453125,388.0466613769531,2033.975341796875,0.02125132642686367,0.02057143673300743,0.04181540384888649,0.02950368821620941
419,minicube_49_30UWB_51.10_-1.69,30UWB,2022-05,241,minicube_102_32TPR_45.81_10.98,1,0.17466141283512115,0.6891167163848877,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
419,minicube_49_30UWB_51.10_-1.69,30UWB,2022-05,241,minicube_102_32TPR_45.81_10.98,2,0.17466141283512115,0.6891167163848877,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
419,minicube_49_30UWB_51.10_-1.69,30UWB,2022-05,241,minicube_102_32TPR_45.81_10.98,3,0.17466141283512115,0.6891167163848877,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
419,minicube_49_30UWB_51.10_-1.69,30UWB,2022-05,241,minicube_102_32TPR_45.81_10.98,4,0.17466141283512115,0.6891167163848877,844,218.3142547607422,71.07672119140625,61.694583892822266,192.17333984375,60.22255325317383,187.5793914794922,54.736873626708984,179.79554748535156,105.04380798339844,248.42166137695312,0.014499359764158726,0.012433203868567944,0.02427324652671814,0.09121761471033096
