split,dataset_index,cube,season,suffix_horizon,geo_group,n_valid,c1_A_B_output_mae,fsr_A_B_output_mae,delta_fsr_minus_c1
ood_t,845,minicube_221_34TEL_40.70_21.85,MAM22,2,34TEL,15942,0.0020020869560539722,0.002470616018399596,0.00046852906234562397
ood_t,845,minicube_221_34TEL_40.70_21.85,MAM22,5,34TEL,16098,0.0030531296506524086,0.002378833247348666,-0.00067429640330374241
ood_t,845,minicube_221_34TEL_40.70_21.85,MAM22,6,34TEL,15606,0.0029519503004848957,0.0024182398337870836,-0.00053371046669781208
ood_t,845,minicube_221_34TEL_40.70_21.85,MAM22,8,34TEL,526,0.0023865201510488987,0.002088279230520129,-0.00029824092052876949
ood_t,845,minicube_221_34TEL_40.70_21.85,MAM22,9,34TEL,16098,0.0019481007475405931,0.0027986548375338316,0.00085055408999323845
ood_t,846,minicube_222_34TEL_40.81_22.24,MAM22,1,34TEL,15798,0.0032952569890767336,0.002667212625965476,-0.00062804436311125755
ood_t,846,minicube_222_34TEL_40.81_22.24,MAM22,10,34TEL,15147,0.00313650444149971,0.00483726616948843,0.0017007617279887199
ood_t,846,minicube_222_34TEL_40.81_22.24,MAM22,2,34TEL,15906,0.003013888606801629,0.0031019363086670637,8.8047701865434647e-05
ood_t,846,minicube_222_34TEL_40.81_22.24,MAM22,4,34TEL,14839,0.0030361718963831663,0.0035404774826020002,0.00050430558621883392
ood_t,846,minicube_222_34TEL_40.81_22.24,MAM22,5,34TEL,14184,0.0030551664531230927,0.003697936423122883,0.00064276996999979019
ood_t,846,minicube_222_34TEL_40.81_22.24,MAM22,6,34TEL,15906,0.0029685806948691607,0.004131796304136515,0.001163215609267354
ood_t,846,minicube_222_34TEL_40.81_22.24,MAM22,9,34TEL,15906,0.0028849898371845484,0.004661784507334232,0.001776794670149684
ood_t,847,minicube_223_34TEL_40.70_21.54,MAM22,10,34TEL,14545,0.004185022320598364,0.010171972215175629,0.0059869498945772648
ood_t,847,minicube_223_34TEL_40.70_21.54,MAM22,2,34TEL,15201,0.004614663776010275,0.0036535351537168026,-0.00096112862229347229
ood_t,847,minicube_223_34TEL_40.70_21.54,MAM22,5,34TEL,16363,0.004589745309203863,0.004678296856582165,8.855154737830162e-05
ood_t,847,minicube_223_34TEL_40.70_21.54,MAM22,6,34TEL,13723,0.004471298307180405,0.0057353125885128975,0.0012640142813324928
ood_t,847,minicube_223_34TEL_40.70_21.54,MAM22,7,34TEL,4515,0.004265381954610348,0.005352436099201441,0.0010870541445910931
ood_t,847,minicube_223_34TEL_40.70_21.54,MAM22,8,34TEL,15270,0.004255127161741257,0.007553868927061558,0.0032987417653203011
ood_t,847,minicube_223_34TEL_40.70_21.54,MAM22,9,34TEL,16363,0.004205392673611641,0.00860027875751257,0.0043948860839009285
ood_t,848,minicube_224_34TET_47.72_21.24,MAM22,10,34TET,3978,0.003403005190193653,0.005464873742312193,0.0020618685521185398
ood_t,848,minicube_224_34TET_47.72_21.24,MAM22,2,34TET,16360,0.004663321189582348,0.003988036420196295,-0.00067528476938605309
ood_t,848,minicube_224_34TET_47.72_21.24,MAM22,3,34TET,12054,0.004514463245868683,0.0041825962252914906,-0.00033186702057719231
ood_t,848,minicube_224_34TET_47.72_21.24,MAM22,5,34TET,16360,0.00298887537792325,0.0031472884584218264,0.00015841308049857616
ood_t,848,minicube_224_34TET_47.72_21.24,MAM22,6,34TET,16360,0.0035317959263920784,0.0035782905761152506,4.6494649723172188e-05
ood_t,848,minicube_224_34TET_47.72_21.24,MAM22,9,34TET,16360,0.003748982911929488,0.0052369884215295315,0.0014880055096000433
ood_t,849,minicube_225_34TET_47.37_22.05,MAM22,1,34TET,11690,0.007632375229150057,0.006920125335454941,-0.00071224989369511604
ood_t,849,minicube_225_34TET_47.37_22.05,MAM22,10,34TET,10095,0.006400445941835642,0.011066576465964317,0.0046661305241286755
ood_t,849,minicube_225_34TET_47.37_22.05,MAM22,2,34TET,13151,0.007457966450601816,0.006715458817780018,-0.00074250763282179832
ood_t,849,minicube_225_34TET_47.37_22.05,MAM22,3,34TET,8633,0.007352373097091913,0.006833253428339958,-0.00051911966875195503
ood_t,849,minicube_225_34TET_47.37_22.05,MAM22,5,34TET,16219,0.006437406875193119,0.006536304019391537,9.8897144198417664e-05
ood_t,849,minicube_225_34TET_47.37_22.05,MAM22,6,34TET,16219,0.005711211822926998,0.007224063389003277,0.0015128515660762787
ood_t,849,minicube_225_34TET_47.37_22.05,MAM22,8,34TET,1581,0.006783478427678347,0.008512796834111214,0.0017293184064328671
ood_t,849,minicube_225_34TET_47.37_22.05,MAM22,9,34TET,45,0.0072096060030162334,0.010043065994977951,0.0028334599919617176
ood_t,85,minicube_17_29TPH_42.57_-6.91,JAS21,1,29TPH,15795,0.006018729414790869,0.006128409877419472,0.00010968046262860298
ood_t,85,minicube_17_29TPH_42.57_-6.91,JAS21,10,29TPH,4731,0.00840550847351551,0.005511963739991188,-0.0028935447335243225
ood_t,85,minicube_17_29TPH_42.57_-6.91,JAS21,2,29TPH,16344,0.005745239090174437,0.0060804458335042,0.00033520674332976341
ood_t,85,minicube_17_29TPH_42.57_-6.91,JAS21,5,29TPH,3013,0.00807854812592268,0.005201831925660372,-0.0028767162002623081
ood_t,85,minicube_17_29TPH_42.57_-6.91,JAS21,6,29TPH,14037,0.005241171456873417,0.005476024933159351,0.00023485347628593445
ood_t,85,minicube_17_29TPH_42.57_-6.91,JAS21,7,29TPH,16344,0.005835238378494978,0.005320095457136631,-0.00051514292135834694
ood_t,85,minicube_17_29TPH_42.57_-6.91,JAS21,8,29TPH,9204,0.00565705168992281,0.004852263256907463,-0.00080478843301534653
ood_t,850,minicube_226_34TET_46.98_21.74,MAM22,10,34TET,4027,0.0037802117876708508,0.007116665598005056,0.0033364538103342056
ood_t,850,minicube_226_34TET_46.98_21.74,MAM22,2,34TET,16344,0.0055887820199131966,0.005156625062227249,-0.00043215695768594742
ood_t,850,minicube_226_34TET_46.98_21.74,MAM22,3,34TET,15961,0.0048310356214642525,0.004769474267959595,-6.1561353504657745e-05
ood_t,850,minicube_226_34TET_46.98_21.74,MAM22,4,34TET,6139,0.004361764993518591,0.005724428221583366,0.0013626632280647755
ood_t,850,minicube_226_34TET_46.98_21.74,MAM22,5,34TET,2246,0.0032276322599500418,0.004249824211001396,0.0010221919510513544
ood_t,850,minicube_226_34TET_46.98_21.74,MAM22,6,34TET,16344,0.003565741702914238,0.005517022684216499,0.0019512809813022614
ood_t,850,minicube_226_34TET_46.98_21.74,MAM22,9,34TET,16344,0.003795315744355321,0.007123907096683979,0.0033285913523286581
ood_t,851,minicube_227_34TFL_40.83_22.37,MAM22,1,34TFL,426,0.0034212549217045307,0.004683638922870159,0.0012623840011656284
ood_t,851,minicube_227_34TFL_40.83_22.37,MAM22,10,34TFL,11673,0.0034077067393809557,0.004508388694375753,0.0011006819549947977
ood_t,851,minicube_227_34TFL_40.83_22.37,MAM22,2,34TFL,14720,0.0034178534988313913,0.003959283698350191,0.00054143019951879978
ood_t,851,minicube_227_34TFL_40.83_22.37,MAM22,4,34TFL,1115,0.003835771232843399,0.002688339678570628,-0.0011474315542727709
ood_t,851,minicube_227_34TFL_40.83_22.37,MAM22,5,34TFL,13447,0.003460044041275978,0.004126905929297209,0.0006668618880212307
ood_t,851,minicube_227_34TFL_40.83_22.37,MAM22,6,34TFL,14720,0.003406313480809331,0.0042044296860694885,0.00079811620526015759
ood_t,851,minicube_227_34TFL_40.83_22.37,MAM22,7,34TFL,143,0.0028467916417866945,0.004324711859226227,0.0014779202174395323
ood_t,851,minicube_227_34TFL_40.83_22.37,MAM22,9,34TFL,14720,0.003309358609840274,0.0043708933517336845,0.0010615347418934107
ood_t,852,minicube_228_34TFL_40.92_22.43,MAM22,1,34TFL,7532,0.00285648787394166,0.005092964507639408,0.0022364766336977482
ood_t,852,minicube_228_34TFL_40.92_22.43,MAM22,10,34TFL,15498,0.004069470800459385,0.00393999507650733,-0.00012947572395205498
ood_t,852,minicube_228_34TFL_40.92_22.43,MAM22,2,34TFL,15498,0.0029540250543504953,0.0044571831822395325,0.0015031581278890371
ood_t,852,minicube_228_34TFL_40.92_22.43,MAM22,5,34TFL,15498,0.002732280408963561,0.003786711022257805,0.0010544306132942438
ood_t,852,minicube_228_34TFL_40.92_22.43,MAM22,7,34TFL,10399,0.002883697161450982,0.003136554267257452,0.00025285710580646992
ood_t,852,minicube_228_34TFL_40.92_22.43,MAM22,9,34TFL,15498,0.00341256451793015,0.003559962846338749,0.0001473983284085989
ood_t,853,minicube_229_34TFL_41.15_22.71,MAM22,1,34TFL,15544,0.0037377956323325634,0.0036584637127816677,-7.9331919550895691e-05
ood_t,853,minicube_229_34TFL_41.15_22.71,MAM22,10,34TFL,3348,0.007344614714384079,0.009426071308553219,0.0020814565941691399
ood_t,853,minicube_229_34TFL_41.15_22.71,MAM22,2,34TFL,14967,0.00381873338483274,0.004064036998897791,0.00024530361406505108
ood_t,853,minicube_229_34TFL_41.15_22.71,MAM22,4,34TFL,1178,0.005137158092111349,0.005699787754565477,0.00056262966245412827
ood_t,853,minicube_229_34TFL_41.15_22.71,MAM22,5,34TFL,14959,0.004537520930171013,0.0056296782568097115,0.0010921573266386986
ood_t,853,minicube_229_34TFL_41.15_22.71,MAM22,6,34TFL,15544,0.005091401282697916,0.006576168350875378,0.0014847670681774616
ood_t,853,minicube_229_34TFL_41.15_22.71,MAM22,8,34TFL,950,0.004552552010864019,0.005841458681970835,0.0012889066711068153
ood_t,853,minicube_229_34TFL_41.15_22.71,MAM22,9,34TFL,15544,0.006281210575252771,0.008497663773596287,0.0022164531983435154
ood_t,854,minicube_22_30STJ_38.85_-5.31,MAM22,1,30STJ,16187,0.004621719475835562,0.003580323187634349,-0.0010413962882012129
ood_t,854,minicube_22_30STJ_38.85_-5.31,MAM22,10,30STJ,16187,0.0086719561368227,0.004204265773296356,-0.0044676903635263443
ood_t,854,minicube_22_30STJ_38.85_-5.31,MAM22,2,30STJ,9006,0.00641972478479147,0.005410398356616497,-0.0010093264281749725
ood_t,854,minicube_22_30STJ_38.85_-5.31,MAM22,4,30STJ,16187,0.006209254264831543,0.005239625461399555,-0.00096962880343198776
ood_t,854,minicube_22_30STJ_38.85_-5.31,MAM22,5,30STJ,16187,0.006546923890709877,0.004766941070556641,-0.0017799828201532364
ood_t,854,minicube_22_30STJ_38.85_-5.31,MAM22,6,30STJ,16187,0.0074530839920043945,0.004627857357263565,-0.0028252266347408295
ood_t,854,minicube_22_30STJ_38.85_-5.31,MAM22,8,30STJ,16187,0.008102282881736755,0.004221322480589151,-0.003880960401147604
ood_t,854,minicube_22_30STJ_38.85_-5.31,MAM22,9,30STJ,16187,0.008630340918898582,0.004198630340397358,-0.0044317105785012245
ood_t,855,minicube_230_34TFN_42.76_22.81,MAM22,10,34TFN,12956,0.0038094334304332733,0.008818574249744415,0.005009140819311142
ood_t,855,minicube_230_34TFN_42.76_22.81,MAM22,5,34TFN,16307,0.005042212083935738,0.005323345307260752,0.00028113322332501411
ood_t,855,minicube_230_34TFN_42.76_22.81,MAM22,6,34TFN,1113,0.005328583996742964,0.006854057312011719,0.001525473315268755
ood_t,855,minicube_230_34TFN_42.76_22.81,MAM22,7,34TFN,7426,0.004487752448767424,0.006153845228254795,0.0016660927794873714
ood_t,855,minicube_230_34TFN_42.76_22.81,MAM22,9,34TFN,9455,0.003959935158491135,0.007034107577055693,0.003074172418564558
ood_t,856,minicube_231_34TFN_43.02_22.63,MAM22,1,34TFN,1620,0.0037384172901511192,0.005231822375208139,0.0014934050850570202
ood_t,856,minicube_231_34TFN_43.02_22.63,MAM22,10,34TFN,16383,0.003896887879818678,0.012505505234003067,0.0086086173541843891
ood_t,856,minicube_231_34TFN_43.02_22.63,MAM22,4,34TFN,25,0.00322186341509223,0.006640309933573008,0.0034184465184807777
ood_t,856,minicube_231_34TFN_43.02_22.63,MAM22,5,34TFN,16383,0.0036285549867898226,0.00649401405826211,0.0028654590714722872
ood_t,856,minicube_231_34TFN_43.02_22.63,MAM22,7,34TFN,16383,0.003663484938442707,0.008027897216379642,0.0043644122779369354
ood_t,857,minicube_232_34TFN_42.38_22.37,MAM22,1,34TFN,537,0.0062183355912566185,0.005187208764255047,-0.0010311268270015717
ood_t,857,minicube_232_34TFN_42.38_22.37,MAM22,10,34TFN,11762,0.0032114102505147457,0.005626540631055832,0.0024151303805410862
ood_t,857,minicube_232_34TFN_42.38_22.37,MAM22,4,34TFN,13441,0.006596543360501528,0.005989509169012308,-0.00060703419148921967
ood_t,857,minicube_232_34TFN_42.38_22.37,MAM22,5,34TFN,15178,0.006707397755235434,0.006167431361973286,-0.0005399663932621479
ood_t,858,minicube_233_34TFP_43.57_23.00,MAM22,1,34TFP,10930,0.002530938945710659,0.002486916957423091,-4.4021988287568092e-05
ood_t,858,minicube_233_34TFP_43.57_23.00,MAM22,10,34TFP,16384,0.00444802176207304,0.013213354162871838,0.0087653324007987976
ood_t,858,minicube_233_34TFP_43.57_23.00,MAM22,4,34TFP,11638,0.0024733715690672398,0.004970129579305649,0.002496758010238409
ood_t,858,minicube_233_34TFP_43.57_23.00,MAM22,5,34TFP,16384,0.002589378971606493,0.00669099111109972,0.004101612139493227
ood_t,858,minicube_233_34TFP_43.57_23.00,MAM22,7,34TFP,16384,0.003021235577762127,0.010106950998306274,0.0070857154205441475
ood_t,858,minicube_233_34TFP_43.57_23.00,MAM22,8,34TFP,16384,0.0035399501211941242,0.012000992894172668,0.0084610427729785442
ood_t,858,minicube_233_34TFP_43.57_23.00,MAM22,9,34TFP,16384,0.0037060664035379887,0.012069649994373322,0.0083635835908353329
ood_t,859,minicube_234_34TFP_43.81_23.48,MAM22,1,34TFP,13944,0.005271523259580135,0.006678619422018528,0.0014070961624383926
ood_t,859,minicube_234_34TFP_43.81_23.48,MAM22,10,34TFP,15182,0.006228839512914419,0.01753760688006878,0.01130876736715436
ood_t,859,minicube_234_34TFP_43.81_23.48,MAM22,4,34TFP,12607,0.005165779963135719,0.010412504896521568,0.005246724933385849
ood_t,859,minicube_234_34TFP_43.81_23.48,MAM22,5,34TFP,16186,0.005516247358173132,0.012866582721471786,0.0073503353632986546
ood_t,859,minicube_234_34TFP_43.81_23.48,MAM22,7,34TFP,15001,0.00564280292019248,0.015700945630669594,0.010058142710477114
ood_t,859,minicube_234_34TFP_43.81_23.48,MAM22,8,34TFP,16186,0.005602950695902109,0.01644747518002987,0.01084452448412776
ood_t,859,minicube_234_34TFP_43.81_23.48,MAM22,9,34TFP,16186,0.0058271558955311775,0.016876457259058952,0.011049301363527775
ood_t,86,minicube_180_33VUF_59.46_13.23,JAS21,3,33VUF,14560,0.004081016406416893,0.0034104464575648308,-0.00067056994885206223
ood_t,86,minicube_180_33VUF_59.46_13.23,JAS21,4,33VUF,14558,0.004059317987412214,0.0035241444129496813,-0.000535173574462533
ood_t,860,minicube_235_34TFP_43.67_22.65,MAM22,1,34TFP,6677,0.003453275188803673,0.0051125409081578255,0.0016592657193541527
ood_t,860,minicube_235_34TFP_43.67_22.65,MAM22,10,34TFP,16144,0.006599577609449625,0.01593714766204357,0.0093375700525939465
ood_t,860,minicube_235_34TFP_43.67_22.65,MAM22,5,34TFP,16381,0.0037165835965424776,0.008667860180139542,0.004951276583597064
ood_t,860,minicube_235_34TFP_43.67_22.65,MAM22,7,34TFP,16381,0.004766150843352079,0.011716654524207115,0.0069505036808550358
ood_t,860,minicube_235_34TFP_43.67_22.65,MAM22,9,34TFP,13104,0.00599640840664506,0.014360022731125355,0.0083636143244802952
ood_t,861,minicube_236_34TFT_47.42_23.07,MAM22,10,34TFT,10859,0.004569704644382,0.007928026840090752,0.0033583221957087517
ood_t,861,minicube_236_34TFT_47.42_23.07,MAM22,2,34TFT,4428,0.009309307672083378,0.008649195544421673,-0.00066011212766170502
ood_t,861,minicube_236_34TFT_47.42_23.07,MAM22,5,34TFT,9264,0.008225471712648869,0.009338040836155415,0.001112569123506546
ood_t,861,minicube_236_34TFT_47.42_23.07,MAM22,6,34TFT,16257,0.0065009924583137035,0.009227655827999115,0.0027266633696854115
ood_t,861,minicube_236_34TFT_47.42_23.07,MAM22,9,34TFT,258,0.005903397686779499,0.009818514809012413,0.003915117122232914
ood_t,862,minicube_237_34TFT_47.24_22.89,MAM22,1,34TFT,3906,0.008180479519069195,0.009224943816661835,0.0010444642975926399
ood_t,862,minicube_237_34TFT_47.24_22.89,MAM22,10,34TFT,1074,0.0051949517801404,0.01361222006380558,0.0084172682836651802
ood_t,862,minicube_237_34TFT_47.24_22.89,MAM22,2,34TFT,2367,0.008026371710002422,0.00916310679167509,0.0011367350816726685
ood_t,862,minicube_237_34TFT_47.24_22.89,MAM22,3,34TFT,15585,0.007320735603570938,0.009028534404933453,0.0017077988013625145
ood_t,862,minicube_237_34TFT_47.24_22.89,MAM22,5,34TFT,9785,0.0064517660066485405,0.010165615007281303,0.0037138490006327629
ood_t,862,minicube_237_34TFT_47.24_22.89,MAM22,6,34TFT,15605,0.005042982287704945,0.01066710613667965,0.0056241238489747047
ood_t,863,minicube_238_34TFT_47.29_22.46,MAM22,1,34TFT,7305,0.004773827735334635,0.0037736028898507357,-0.0010002248454838991
ood_t,863,minicube_238_34TFT_47.29_22.46,MAM22,10,34TFT,5259,0.005993082653731108,0.008435253985226154,0.0024421713314950466
ood_t,863,minicube_238_34TFT_47.29_22.46,MAM22,2,34TFT,15445,0.004119046963751316,0.003253072500228882,-0.00086597446352243423
ood_t,863,minicube_238_34TFT_47.29_22.46,MAM22,3,34TFT,1344,0.003976921085268259,0.0029033191967755556,-0.0010736018884927034
ood_t,863,minicube_238_34TFT_47.29_22.46,MAM22,5,34TFT,15645,0.004068709909915924,0.003539677942171693,-0.00052903196774423122
ood_t,863,minicube_238_34TFT_47.29_22.46,MAM22,6,34TFT,15679,0.004578031599521637,0.005318614188581705,0.00074058258906006813
ood_t,863,minicube_238_34TFT_47.29_22.46,MAM22,8,34TFT,30,0.004027041140943766,0.006357686128467321,0.0023306449875235558
ood_t,864,minicube_239_34VCL_59.24_18.52,MAM22,3,34VCL,9976,0.0046524605713784695,0.007201211526989937,0.0025487509556114674
ood_t,864,minicube_239_34VCL_59.24_18.52,MAM22,4,34VCL,9904,0.00402302760630846,0.006887303665280342,0.0028642760589718819
ood_t,864,minicube_239_34VCL_59.24_18.52,MAM22,5,34VCL,10389,0.00336558953858912,0.005910980515182018,0.0025453909765928984
ood_t,864,minicube_239_34VCL_59.24_18.52,MAM22,6,34VCL,13178,0.002742070471867919,0.005899935960769653,0.0031578654889017344
ood_t,864,minicube_239_34VCL_59.24_18.52,MAM22,7,34VCL,13178,0.002398973098024726,0.005684546194970608,0.0032855730969458818
ood_t,865,minicube_23_30STJ_39.19_-5.73,MAM22,1,30STJ,16147,0.004404911771416664,0.0033259449992328882,-0.0010789667721837759
ood_t,865,minicube_23_30STJ_39.19_-5.73,MAM22,10,30STJ,16147,0.004192333202809095,0.005525512155145407,0.0013331789523363113
ood_t,865,minicube_23_30STJ_39.19_-5.73,MAM22,3,30STJ,16147,0.004082043189555407,0.002768338657915592,-0.0013137045316398144
ood_t,865,minicube_23_30STJ_39.19_-5.73,MAM22,4,30STJ,16147,0.00367134902626276,0.00332238688133657,-0.00034896214492619038
ood_t,865,minicube_23_30STJ_39.19_-5.73,MAM22,5,30STJ,16147,0.002994158072397113,0.004429757595062256,0.001435599522665143
ood_t,865,minicube_23_30STJ_39.19_-5.73,MAM22,6,30STJ,14530,0.0029484708793461323,0.004983430728316307,0.0020349598489701748
ood_t,865,minicube_23_30STJ_39.19_-5.73,MAM22,8,30STJ,16147,0.00353385997004807,0.0052594090811908245,0.0017255491111427546
ood_t,865,minicube_23_30STJ_39.19_-5.73,MAM22,9,30STJ,16147,0.004009376745671034,0.005499631632119417,0.0014902548864483833
ood_t,866,minicube_240_34VCL_59.27_17.80,MAM22,3,34VCL,7946,0.004943374078720808,0.007528079207986593,0.0025847051292657852
ood_t,866,minicube_240_34VCL_59.27_17.80,MAM22,4,34VCL,8041,0.005111099686473608,0.007766391150653362,0.0026552914641797543
ood_t,866,minicube_240_34VCL_59.27_17.80,MAM22,5,34VCL,6007,0.005560996942222118,0.008123365230858326,0.0025623682886362076
ood_t,866,minicube_240_34VCL_59.27_17.80,MAM22,6,34VCL,8188,0.005578942131251097,0.008366120979189873,0.002787178847938776
ood_t,866,minicube_240_34VCL_59.27_17.80,MAM22,7,34VCL,8186,0.005818867590278387,0.008829479105770588,0.0030106115154922009
ood_t,867,minicube_241_34VCL_59.04_17.96,MAM22,2,34VCL,65,0.003876063972711563,0.00386766972951591,-8.3942431956529617e-06
ood_t,867,minicube_241_34VCL_59.04_17.96,MAM22,3,34VCL,16064,0.0027499671559780836,0.003803711384534836,0.0010537442285567522
ood_t,867,minicube_241_34VCL_59.04_17.96,MAM22,4,34VCL,16075,0.002548514399677515,0.003404998453333974,0.00085648405365645885
ood_t,867,minicube_241_34VCL_59.04_17.96,MAM22,5,34VCL,6094,0.0026195929385721684,0.003186251735314727,0.00056665879674255848
ood_t,867,minicube_241_34VCL_59.04_17.96,MAM22,6,34VCL,16077,0.0025796694681048393,0.0028338267002254725,0.00025415723212063313
ood_t,867,minicube_241_34VCL_59.04_17.96,MAM22,7,34VCL,13994,0.002533768070861697,0.0027574514970183372,0.00022368342615664005
ood_t,868,minicube_24_30TTK_39.99_-6.07,MAM22,1,30TTK,15620,0.004700872581452131,0.006547197699546814,0.0018463251180946827
ood_t,868,minicube_24_30TTK_39.99_-6.07,MAM22,2,30TTK,15620,0.005620678886771202,0.006517203990370035,0.00089652510359883308
ood_t,868,minicube_24_30TTK_39.99_-6.07,MAM22,3,30TTK,430,0.005371838342398405,0.006299841683357954,0.00092800334095954895
ood_t,868,minicube_24_30TTK_39.99_-6.07,MAM22,4,30TTK,15620,0.004707733169198036,0.0038852584548294544,-0.00082247471436858177
ood_t,868,minicube_24_30TTK_39.99_-6.07,MAM22,5,30TTK,15438,0.004134005401283503,0.0034073852002620697,-0.00072662020102143288
ood_t,868,minicube_24_30TTK_39.99_-6.07,MAM22,9,30TTK,2179,0.0034547089599072933,0.0033212590496987104,-0.00013344991020858288
ood_t,869,minicube_25_30TTK_40.30_-5.51,MAM22,1,30TTK,13816,0.008591411635279655,0.007289980538189411,-0.0013014310970902443
ood_t,869,minicube_25_30TTK_40.30_-5.51,MAM22,10,30TTK,15978,0.005124010611325502,0.003972383216023445,-0.0011516273953020573
ood_t,869,minicube_25_30TTK_40.30_-5.51,MAM22,2,30TTK,13374,0.006872699595987797,0.006925996858626604,5.3297262638807297e-05
ood_t,869,minicube_25_30TTK_40.30_-5.51,MAM22,3,30TTK,15978,0.007061413023620844,0.00688859773799777,-0.00017281528562307358
ood_t,869,minicube_25_30TTK_40.30_-5.51,MAM22,4,30TTK,14820,0.0069921910762786865,0.006675830110907555,-0.0003163609653711319
ood_t,869,minicube_25_30TTK_40.30_-5.51,MAM22,5,30TTK,13511,0.00901945773512125,0.007110567297786474,-0.0019088904373347759
ood_t,869,minicube_25_30TTK_40.30_-5.51,MAM22,6,30TTK,15978,0.009245248511433601,0.006773628294467926,-0.0024716202169656754
ood_t,869,minicube_25_30TTK_40.30_-5.51,MAM22,8,30TTK,15978,0.0071550519205629826,0.005084877833724022,-0.0020701740868389606
ood_t,869,minicube_25_30TTK_40.30_-5.51,MAM22,9,30TTK,15978,0.006085682660341263,0.004406364634633064,-0.0016793180257081985
ood_t,87,minicube_181_33VUF_59.44_13.28,JAS21,1,33VUF,5187,0.005302652716636658,0.0037174720782786608,-0.0015851806383579969
ood_t,87,minicube_181_33VUF_59.44_13.28,JAS21,3,33VUF,16249,0.003999103792011738,0.0032136000227183104,-0.00078550376929342747
ood_t,87,minicube_181_33VUF_59.44_13.28,JAS21,4,33VUF,16249,0.003879303578287363,0.003231808776035905,-0.00064749480225145817
ood_t,870,minicube_26_30TTK_39.70_-6.41,MAM22,1,30TTK,14189,0.011937014758586884,0.006984002888202667,-0.0049530118703842163
ood_t,870,minicube_26_30TTK_39.70_-6.41,MAM22,10,30TTK,1973,0.01554192416369915,0.018473928794264793,0.0029320046305656433
ood_t,870,minicube_26_30TTK_39.70_-6.41,MAM22,2,30TTK,15758,0.014373061247169971,0.008413069881498814,-0.0059599913656711578
ood_t,870,minicube_26_30TTK_39.70_-6.41,MAM22,3,30TTK,10934,0.017940247431397438,0.01219444815069437,-0.0057457992807030678
ood_t,870,minicube_26_30TTK_39.70_-6.41,MAM22,4,30TTK,15758,0.018793700262904167,0.014830879867076874,-0.0039628203958272934
ood_t,870,minicube_26_30TTK_39.70_-6.41,MAM22,5,30TTK,15758,0.018462829291820526,0.01709677465260029,-0.0013660546392202377
ood_t,870,minicube_26_30TTK_39.70_-6.41,MAM22,9,30TTK,1098,0.017382992431521416,0.01912061497569084,0.001737622544169426
ood_t,871,minicube_27_30TWK_39.68_-2.64,MAM22,1,30TWK,584,0.011246636509895325,0.010512970387935638,-0.00073366612195968628
ood_t,871,minicube_27_30TWK_39.68_-2.64,MAM22,10,30TWK,16273,0.006278226617723703,0.004866490140557289,-0.0014117364771664143
ood_t,871,minicube_27_30TWK_39.68_-2.64,MAM22,4,30TWK,16273,0.011843924410641193,0.010142303071916103,-0.00170162133872509
ood_t,871,minicube_27_30TWK_39.68_-2.64,MAM22,5,30TWK,16273,0.0106117008253932,0.007105610333383083,-0.0035060904920101166
ood_t,871,minicube_27_30TWK_39.68_-2.64,MAM22,6,30TWK,9537,0.00886449497193098,0.003888197708874941,-0.0049762972630560398
ood_t,871,minicube_27_30TWK_39.68_-2.64,MAM22,8,30TWK,16273,0.006975092459470034,0.0032110901083797216,-0.003764002351090312
ood_t,872,minicube_28_30TWK_39.82_-2.94,MAM22,1,30TWK,268,0.007704778108745813,0.008596754632890224,0.00089197652414441109
ood_t,872,minicube_28_30TWK_39.82_-2.94,MAM22,10,30TWK,15376,0.006081827916204929,0.004046900197863579,-0.0020349277183413506
ood_t,872,minicube_28_30TWK_39.82_-2.94,MAM22,4,30TWK,14657,0.010167614556849003,0.007896745577454567,-0.0022708689793944359
ood_t,872,minicube_28_30TWK_39.82_-2.94,MAM22,5,30TWK,15376,0.009582980535924435,0.006112247239798307,-0.0034707332961261272
ood_t,872,minicube_28_30TWK_39.82_-2.94,MAM22,6,30TWK,15376,0.008673862554132938,0.004662696737796068,-0.0040111658163368702
ood_t,872,minicube_28_30TWK_39.82_-2.94,MAM22,7,30TWK,5317,0.008178689517080784,0.0044271815568208694,-0.0037515079602599144
ood_t,872,minicube_28_30TWK_39.82_-2.94,MAM22,8,30TWK,15376,0.006803077645599842,0.0035647274926304817,-0.0032383501529693604
ood_t,873,minicube_29_30TWK_40.05_-2.43,MAM22,1,30TWK,9801,0.007474455051124096,0.005197778344154358,-0.002276676706969738
ood_t,873,minicube_29_30TWK_40.05_-2.43,MAM22,10,30TWK,2311,0.005243707448244095,0.010575573891401291,0.005331866443157196
ood_t,873,minicube_29_30TWK_40.05_-2.43,MAM22,4,30TWK,14952,0.007969803176820278,0.004494744818657637,-0.0034750583581626415
ood_t,873,minicube_29_30TWK_40.05_-2.43,MAM22,5,30TWK,14952,0.00771590368822217,0.003298080526292324,-0.0044178231619298458
ood_t,873,minicube_29_30TWK_40.05_-2.43,MAM22,6,30TWK,12242,0.007050183601677418,0.003522983519360423,-0.0035272000823169947
ood_t,873,minicube_29_30TWK_40.05_-2.43,MAM22,8,30TWK,14952,0.0054754335433244705,0.00526003772392869,-0.00021539581939578056
ood_t,873,minicube_29_30TWK_40.05_-2.43,MAM22,9,30TWK,7886,0.004978370852768421,0.006076755002140999,0.0010983841493725777
