,value
nse,-0.1413236246943237
rmse,0.16110414230667092
R2,0.47870667882389795
biasabs,0.09875467427015282
nse_forest,-0.20452704525621446
rmse_forest,0.16081171941590242
R2_forest,0.4261980143239126
biasabs_forest,0.09616114753707694
nse_shrub,-0.148119403717351
rmse_shrub,0.1431763638333216
R2_shrub,0.4803161502076131
biasabs_shrub,0.08991948440582583
nse_grass,-0.1606964057613851
rmse_grass,0.1604093910001846
R2_grass,0.4768348998448733
biasabs_grass,0.09826531422602745
nse_crop,-0.05738357574609099
rmse_crop,0.1800190949772751
R2_crop,0.5314776509191927
biasabs_crop,0.11067275091168104
rmse_0_5,0.1024108798433849
rmse_5_10,0.13685632125884692
rmse_10_15,0.16246119223387984
rmse_15_20,0.1778812978226182
rmse25,0.1024108798433849
