split,scope,comparison,left,right,n_cubes,excluded_cubes,n_cube_horizon_pairs,mean_cube_rmse_difference,median_cube_rmse_difference,mean_cube_mse_difference,median_cube_mse_difference,geo_groups,geo_cluster_bootstrap_ci95_low,geo_cluster_bootstrap_ci95_high,geo_cluster_mse_ci95_low,geo_cluster_mse_ci95_high
ood_t_corrected_mask,full_suffix_1_to_10,A-D20,A,D20,1605,27,9023,-0.0012381096171654674,-0.0004908283895946608,-0.00045723281968863426,-0.00011819075852293436,80,-0.0018830362251582987,-0.0006560827494122285,-0.0006927595320997524,-0.00026635106245440136
ood_t_corrected_mask,full_suffix_1_to_10,B-D20,B,D20,1605,27,9023,-0.0006708479555198827,-0.000270025815161834,-0.00027273626384205913,-5.100387434835499e-05,80,-0.0013632747936013422,-0.00010899856071651558,-0.0005593455993363262,-6.653086171476766e-05
ood_t_corrected_mask,full_suffix_1_to_10,B-A,B,A,1605,27,9023,0.0005672616616455851,0.0002073573316578453,0.00018449655584657531,5.4391151414542784e-05,80,0.00026788638278284205,0.0007893195742595777,5.839152633155498e-05,0.0002798287803050717
ood_t_corrected_mask,full_suffix_1_to_10,donor-A,donor,A,1605,27,9023,0.006264626077390853,0.004142581288170716,0.0021917210571023612,0.001042266709132847,80,0.005003337757307953,0.0075437283949335385,0.0017063357047451462,0.002782241891925985
ood_t_corrected_mask,endpoint_h10,A-D20,A,D20,884,748,884,-0.0006238076538959501,-0.00020182756732690932,-0.00018419522832656188,-5.5666113594948774e-05,80,-0.0014159999417166108,0.000841217193933886,-0.0004171545103671362,0.0006062024961182265
ood_t_corrected_mask,endpoint_h10,B-D20,B,D20,884,748,884,-5.579625915506677e-05,5.207528327366706e-05,5.7581417869624106e-05,7.88096329576958e-06,80,-0.0011700344819895174,0.001428958421900024,-0.0002726629386821034,0.0009911651348370565
ood_t_corrected_mask,endpoint_h10,B-A,B,A,884,748,884,0.0005680113947408828,0.0003928080383224508,0.00024177664619618608,9.507505000864135e-05,80,3.2027114584659175e-05,0.0008505746390283988,2.0632431197662484e-05,0.0005121359553458029
ood_t_corrected_mask,endpoint_h10,donor-A,donor,A,884,748,884,0.007922251278416033,0.004830225702978044,0.003139866940942047,0.0011502634110853466,80,0.005757109892830327,0.009569958287291472,0.00198605156786822,0.004428537293422822
