split,scope,condition,n_cubes,n_cube_horizon_pairs,excluded_cubes,n_valid,pooled_rmse,pooled_r2,mean_cube_rmse,pooled_mae,n_geo_groups
ood_t_corrected_mask,full_suffix_1_to_10,D20,1605,9023,27,101241115,0.15572976504818553,0.47632511061356864,0.15175937230965458,0.11594941409030683,80
ood_t_corrected_mask,full_suffix_1_to_10,A,1605,9023,27,101241115,0.1547675707474017,0.4827762904870727,0.15052126269248844,0.11505486241574492,80
ood_t_corrected_mask,full_suffix_1_to_10,B,1605,9023,27,101241115,0.1553405624377308,0.47893939496799887,0.15108852435413422,0.11556317574416358,80
ood_t_corrected_mask,full_suffix_1_to_10,donor,1605,9023,27,101241115,0.1622363060092428,0.4316516659039914,0.1567858887698793,0.12181699258148408,80
ood_t_corrected_mask,endpoint_h10,D20,884,884,748,9590646,0.15941284317392204,0.45497669090425275,0.1536023193825458,0.12099472306651343,80
ood_t_corrected_mask,endpoint_h10,A,884,884,748,9590646,0.15889379004671217,0.4585201380724272,0.15297851172864985,0.12076676294558648,80
ood_t_corrected_mask,endpoint_h10,B,884,884,748,9590646,0.15952129869504617,0.4542348322978721,0.15354652312339065,0.12135190014950974,80
ood_t_corrected_mask,endpoint_h10,donor,884,884,748,9590646,0.1663672262509941,0.40638616692975094,0.16090076300706602,0.12738798118531056,80
